"roi","ROI","coeff_distance","p_value_distance"
57,"L_p24pr_ROI",0.0290073005037026,0.0546945305469453
58,"L_33pr_ROI",0.0195915239368942,0.432756724327567
59,"L_a24pr_ROI",0.0361147535058937,0.0070992900709929
60,"L_p32pr_ROI",0.0370330825612829,0.0054994500549945
61,"L_a24_ROI",0.0211403665711923,0.316468353164684
62,"L_d32_ROI",0.0175053327003769,0.631436856314369
63,"L_8BM_ROI",0.0177618805781694,0.586641335866413
64,"L_p32_ROI",0.0162326001436638,0.758024197580242
65,"L_10r_ROI",0.0130728127346616,0.978402159784022
66,"L_47m_ROI",0.0184823300481167,0.546945305469453
67,"L_8Av_ROI",0.0185641748491424,0.531346865313469
68,"L_8Ad_ROI",0.0221310059113918,0.259274072592741
